time
2:48:09
2:56:52
3:07:04
3:11:07
3:13:59
3:14:39
3:14:40
3:14:43
3:16:49
3:19:49
3:21:58
3:22:26
3:23:54
3:24:02
3:26:16
3:27:10
3:28:26
3:28:54
3:29:04
3:30:32
3:32:00
3:32:21
3:32:56
3:33:25
3:33:29
3:35:31
3:36:20
3:36:22
3:36:23
3:36:44
3:36:59
3:39:37
3:40:27
3:40:30
3:40:48
3:41:46
3:42:04
3:42:46
3:43:00
3:43:43
3:44:48
3:46:57
3:47:30
3:47:30
3:47:49
3:47:50
3:48:06
3:48:33
3:49:29
3:49:36
3:49:44
3:49:50
3:50:11
3:50:57
3:51:22
3:51:28
3:51:32
3:52:22
3:52:29
3:52:56
3:53:05
3:53:09
3:53:37
3:53:48
3:54:25
3:54:57
3:55:18
3:55:24
3:55:56
3:56:04
3:56:37
3:56:51
3:56:56
3:56:56
3:57:34
3:58:34
3:58:41
3:59:10
3:59:17
3:59:32
3:59:35
3:59:37
3:59:59
4:00:01
4:00:20
4:00:25
4:00:50
4:00:56
4:01:02
4:01:02
4:01:14
4:01:30
4:01:30
4:02:03
4:02:33
4:02:42
4:02:44
4:02:54
4:03:08
4:03:20
4:03:31
4:05:45
4:05:50
4:05:53
4:05:53
4:05:54
4:06:12
4:06:13
4:06:14
4:06:30
4:07:31
4:07:47
4:07:55
4:07:57
4:08:11
4:09:05
4:09:05
4:09:06
4:10:26
4:10:37
4:11:11
4:12:09
4:12:22
4:12:35
4:12:45
4:14:46
4:14:53
4:15:08
4:15:25
4:16:03
4:16:20
4:17:17
4:17:40
4:18:08
4:18:08
4:18:08
4:18:12
4:18:23
4:18:37
4:18:53
4:19:30
4:19:36
4:19:36
4:19:37
4:19:37
4:19:37
4:19:39
4:20:45
4:21:04
4:21:31
4:21:36
4:22:08
4:22:09
4:22:20
4:22:35
4:22:40
4:22:40
4:22:47
4:23:10
4:23:46
4:24:27
4:24:28
4:25:03
4:25:11
4:25:44
4:26:14
4:26:18
4:26:20
4:26:23
4:26:31
4:26:47
4:27:15
4:27:29
4:27:39
4:27:48
4:27:57
4:28:05
4:28:10
4:28:18
4:28:21
4:28:27
4:28:31
4:28:38
4:28:45
4:28:46
4:28:59
4:29:07
4:29:14
4:29:16
4:29:28
4:29:33
4:29:41
4:29:45
4:29:47
4:30:11
4:30:20
4:30:20
4:30:35
4:30:36
4:30:37
4:30:39
4:30:44
4:30:46
4:31:08
4:31:21
4:31:33
4:31:45
4:31:45
4:31:54
4:31:59
4:32:05
4:32:32
4:32:43
4:32:44
4:33:04
4:33:09
4:33:31
4:34:41
4:34:43
4:34:45
4:35:07
4:35:11
4:35:25
4:35:25
4:35:51
4:35:56
4:36:04
4:36:09
4:36:35
4:36:42
4:36:46
4:37:15
4:37:26
4:37:26
4:37:27
4:37:29
4:37:31
4:37:54
4:37:56
4:38:13
4:38:17
4:38:34
4:38:35
4:38:35
4:38:36
4:38:37
4:38:44
4:38:55
4:38:56
4:38:56
4:39:53
4:39:55
4:39:56
4:39:58
4:40:32
4:40:46
4:40:52
4:40:55
4:41:03
4:41:12
4:41:45
4:41:48
4:41:48
4:42:18
4:42:31
4:42:33
4:42:36
4:42:38
4:42:50
4:43:28
4:43:32
4:43:42
4:44:03
4:44:14
4:44:17
4:44:18
4:44:21
4:44:22
4:44:23
4:44:25
4:44:33
4:44:40
4:44:44
4:44:47
4:44:48
4:44:57
4:44:59
4:45:28
4:45:28
4:45:29
4:45:33
4:45:34
4:45:37
4:45:48
4:45:52
4:45:55
4:46:11
4:46:16
4:46:27
4:46:41
4:46:41
4:46:55
4:47:21
4:47:27
4:47:50
4:47:58
4:48:01
4:48:02
4:48:10
4:48:12
4:48:16
4:48:18
4:48:23
4:48:33
4:48:51
4:48:51
4:48:52
4:49:09
4:49:11
4:49:12
4:49:13
4:49:13
4:49:15
4:49:19
4:49:20
4:49:20
4:49:30
4:49:37
4:49:43
4:49:48
4:49:56
4:50:02
4:50:49
4:50:58
4:52:06
4:52:08
4:52:10
4:52:15
4:52:19
4:52:29
4:52:31
4:52:31
4:52:33
4:52:33
4:52:33
4:52:39
4:52:51
4:52:53
4:52:53
4:52:54
4:52:57
4:52:58
4:53:22
4:53:34
4:53:37
4:53:42
4:53:47
4:54:13
4:54:17
4:54:34
4:54:36
4:54:55
4:54:55
4:55:20
4:55:24
4:55:30
4:55:46
4:56:11
4:56:20
4:56:29
4:56:29
4:56:51
4:57:03
4:57:10
4:57:13
4:57:31
4:57:37
4:57:49
4:57:51
4:57:53
4:58:12
4:58:33
4:58:33
4:58:35
4:58:36
4:59:00
4:59:03
4:59:05
4:59:06
4:59:07
4:59:08
4:59:27
